,Year,Month,Lat,Lon,SST,Chla,SSH,SOI,SSS,DO,BT,Q,E,predict_CPUE
60,2014,4,30.75,123.0,13.38433,1.8444833,-0.0605,0.0,30.974,9.268,12.588,2.234866864,2.470116007,2.9422531173583266
61,2014,4,30.75,123.5,13.63867,2.2168128,-0.0143,0.0,31.127,9.847,12.71,11.45264246,40.3857093,12.14743351502197
62,2014,4,31.0,122.5,13.566,6.3914046,-0.1647,0.0,23.68,8.921,13.361,0.86921099,0.0,0.9640425590989303
63,2014,4,31.0,122.75,13.30566,4.1947937,-0.0985,0.0,26.474,8.842,12.553,13.10303134,0.129732984,6.06133714427555
64,2014,4,31.0,123.0,13.35732,2.3898966,-0.0467,0.0,30.5,10.081,12.6,11.55127269,0.0,4.95739097597258
65,2014,4,31.0,123.25,13.469,2.3016517,-0.0065,0.0,30.82,9.517,12.355,21.55368318,8.902180952,11.994709673646215
66,2015,4,27.0,120.75,17.07964,2.9665954,-0.0786,0.7,30.747,8.832,16.157,8.43,0.2,6.790586653296461
67,2015,4,27.5,121.0,16.51632,4.2358155,-0.0375,0.7,29.473,8.51,15.097,0.0,0.0,0.34275977584635897
68,2015,4,27.25,121.0,16.83834,2.9661646,-0.0459,0.7,30.002,9.697,15.261,0.0,0.33,0.5716907165260245
69,2015,4,27.0,121.0,17.18398,1.8976938,-0.0679,0.7,30.776,9.09,17.347,42.06,2.4,18.140521576945517
70,2015,4,27.75,121.25,16.014,8.636146,-0.0406,0.7,29.087,8.592,14.573,0.0,1.1,0.30014658266572347
71,2015,4,27.5,121.25,16.30767,4.110974,-0.0465,0.7,29.877,8.632,15.235,0.0,3.68,0.7210177090950285
72,2015,4,27.0,121.25,17.518,1.2622893,-0.0522,0.7,30.685,8.928,17.261,5.22,0.0,6.42059827238136
73,2015,4,28.0,121.5,15.73733,9.755796,-0.0497,0.7,29.489,8.536,14.295,5.57,0.0,3.023013649911247
74,2015,4,27.5,121.5,16.31698,2.267506,-0.0614,0.7,30.712,8.849,17.796,4.78,0.0,5.060526185291681
75,2015,4,28.5,121.75,15.66067,6.9400945,-0.0849,0.7,29.208,8.756,13.857,0.0,0.0,0.5754487228290368
76,2015,4,28.25,121.75,15.47698,6.0944486,-0.0669,0.7,28.922,8.682,13.88,0.0,1.42,0.40482858762753415
77,2015,4,28.0,121.75,15.56732,3.9700842,-0.0676,0.7,32.721,7.878,16.389,2.58,0.0,2.8535886198059566
78,2015,4,27.75,121.75,16.04333,2.413319,-0.0732,0.7,29.901,9.917,16.619,0.0,2.36,7.195165289499805
79,2015,4,28.75,122.0,15.12032,4.607972,-0.1053,0.7,28.836,8.831,13.433,1.32,0.0,1.4317012193500318
80,2015,4,28.25,122.0,15.36166,9.2471485,-0.083,0.7,30.654,8.885,16.638,4.22,1.87,3.1759041103267807
81,2015,4,28.0,122.0,15.86498,3.3244412,-0.0829,0.7,31.006,9.728,17.341,27.27,8.94,19.310746679114747
82,2015,4,30.75,122.25,14.177,4.279056,-0.1859,0.7,14.953,9.223,13.17,0.0,0.0,0.10636736237920208
83,2015,4,29.5,122.25,14.15032,6.3206973,-0.1622,0.7,26.84,8.3,15.04,0.0,0.12,0.19724289621151025
84,2015,4,29.0,122.0,14.97833,4.954059,-0.122,0.7,28.095,8.6,14.453,1.89,0.0,0.5712686662638813
85,2015,4,29.0,122.25,14.685,4.1224384,-0.1165,0.7,29.35,8.889,13.866,0.155,0.135,0.532441651158303
86,2015,4,28.75,122.25,14.98232,3.700782,-0.104,0.7,30.405,8.76,13.796,7.37,0.0,5.610266185623972
87,2015,4,28.5,122.25,15.28033,3.4311397,-0.0865,0.7,30.747,9.57,17.506,17.36,0.0,10.524719647173377
88,2015,4,28.25,122.25,15.80267,3.610285,-0.0791,0.7,30.632,9.018,18.487,4.82,5.93,3.3327348420183016
89,2015,4,28.0,122.25,16.867,2.0061526,-0.0928,0.7,30.869,9.363,18.065,2.72,43.1,3.7791362476156936
90,2015,4,31.0,122.5,14.14565,4.111989,-0.0785,0.7,16.432,8.935,12.705,0.0,0.0,0.24565841882369588
91,2015,4,30.5,122.5,14.01165,5.7833695,-0.0284,0.7,25.515,8.251,13.963,0.0,0.0,0.01056362145257106
92,2015,4,30.0,122.5,13.99566,4.729249,-0.0846,0.7,26.84,8.633,13.647,0.0,0.0,0.178645995363776
93,2015,4,29.75,122.5,14.12234,5.36509,-0.1238,0.7,27.284,8.436,14.653,2.8,2.41,1.4521449132279654
94,2015,4,29.75,122.25,13.867,8.428686,-0.1784,0.7,27.56,8.469,14.749,1.37,0.0,1.2540555573940955
95,2015,4,29.5,122.5,14.28265,3.3785286,-0.1004,0.7,27.839,8.502,14.845,4.355,1.11,2.392437416742174
96,2015,4,29.25,122.5,14.52932,4.0375295,-0.1103,0.7,31.83,2.538,14.571,5.46,0.0,4.098375274218176
97,2015,4,29.0,122.5,14.854,3.379647,-0.1084,0.7,31.686,9.825,15.398,53.56,5.43,4.791088417183171
98,2015,4,28.75,122.5,15.2093,2.5781558,-0.1007,0.7,31.851,11.342,18.12,3.97,29.56,8.858493978215604
99,2015,4,28.5,122.5,15.67266,3.1230273,-0.0888,0.7,31.095,9.197,18.162,8.01,31.71,7.203789314499179
100,2015,4,28.25,122.5,16.68966,1.7878621,-0.0783,0.7,31.451,9.284,18.43,48.07,84.72,27.37806568132565
101,2015,4,31.0,123.0,14.16366,3.235987,-0.0415,0.7,19.917,9.013,14.392,0.0,0.0,1.544461778503337
102,2015,4,30.75,122.75,14.14565,3.2563746,0.0161,0.7,28.046,8.292,13.677,0.0,0.14,0.13501559244164785
103,2015,4,30.5,122.75,14.26565,3.3137987,-0.0146,0.7,26.441,7.907,14.532,0.0,0.03,0.38681046163918564
104,2015,4,30.25,122.75,14.27667,2.677455,-0.024,0.7,28.601,8.099,14.326,0.0,0.0,0.3089466705500741
105,2015,4,30.25,123.0,14.55633,2.0279288,-0.0286,0.7,30.001,8.783,15.163,0.0,1.28,0.9157356827535057
106,2015,4,30.0,122.75,14.37933,2.4138973,-0.0316,0.7,28.334,8.08,15.503,2.23,1.48,1.3194089813392869
107,2015,4,30.0,123.0,14.69866,2.2711194,-0.0426,0.7,29.965,9.094,15.753,7.6,0.52,8.452593533236382
108,2015,4,29.75,122.75,14.47433,2.8390915,-0.0474,0.7,27.848,8.63,15.904,0.0,0.5,0.3868868485693715
109,2015,4,29.5,122.75,14.57665,3.8755238,-0.0829,0.7,28.682,8.848,15.738,2.62,2.75,1.7025962434203494
110,2015,4,29.25,122.75,14.848,3.2331257,-0.0956,0.7,32.122,9.709,16.191,27.68,12.92,5.496499189450478
111,2015,4,29.0,122.75,15.17632,2.7691965,-0.1017,0.7,32.697,8.978,16.596,44.94,11.13,20.197527703998915
112,2015,4,28.75,122.75,15.58734,2.3950377,-0.098,0.7,31.447,9.479,18.007,0.0,0.22,0.6358704716178676
113,2015,4,28.5,122.75,16.21966,1.2504053,-0.0925,0.7,30.914,9.044,18.041,24.26,8.91,9.615796931995652
114,2015,4,31.0,123.0,14.16366,3.235987,-0.0415,0.7,19.917,9.013,14.392,7.1,4.11,1.544461778503337
115,2015,4,30.5,123.0,14.53033,2.3715308,-0.0103,0.7,25.039,8.123,14.717,0.0,0.0,0.33308590816143924
116,2015,4,30.0,123.0,14.69866,2.2711194,-0.0426,0.7,29.965,9.094,15.753,8.82,0.0,8.452593533236382
117,2015,4,29.75,123.0,14.85766,3.2395375,-0.0608,0.7,29.707,9.677,16.371,0.0,2.93,0.7652653208172593
118,2015,4,29.5,123.0,14.98998,2.5058253,-0.0792,0.7,29.257,8.588,16.915,25.69,0.0,14.174014360421001
119,2015,4,29.25,123.0,15.22,3.808542,-0.0897,0.7,30.883,11.527,17.729,19.94,15.74,13.432746502510394
120,2015,4,29.0,123.0,15.582,3.3356037,-0.0963,0.7,32.309,9.474,18.346,9.86,9.44,4.047726657875019
121,2015,4,31.0,123.25,14.20098,2.8184674,-0.0693,0.7,31.477,8.937,14.285,40.905,0.04,2.710138776832066
122,2015,4,30.5,123.25,14.68398,1.3984531,-0.0387,0.7,32.376,8.308,14.84,33.54,1.76,12.438926745481446
123,2015,4,30.0,123.25,14.91732,2.3017437,-0.0562,0.7,30.236,8.995,15.914,9.54,0.0,9.04096255401043
124,2015,4,29.75,123.25,15.15667,7.3290286,-0.071,0.7,32.519,9.182,16.462,67.33,0.52,2.582543509894365
125,2015,4,29.5,123.25,15.37866,2.772711,-0.0952,0.7,31.595,9.724,17.127,192.37,1.01,6.463126549824315
126,2015,4,29.25,123.25,15.617,1.462192,-0.0975,0.7,32.064,9.579,17.905,2.06,0.0,2.12743941401446
127,2015,4,30.5,123.5,14.732,1.429289,-0.0641,0.7,32.334,9.048,14.529,20.13,2.36,14.889668787075056
128,2015,4,30.25,123.5,14.88598,1.7235583,-0.0606,0.7,31.963,8.508,15.604,9.27,0.0,8.441299528591069
129,2015,4,30.0,123.5,15.092,1.8020501,-0.0701,0.7,31.554,8.883,15.886,7.72,0.0,7.430112664620102
130,2015,4,30.5,123.75,14.642,1.819335,-0.0509,0.7,32.865,8.906,13.809,41.17,0.66,21.228004615178158
131,2016,4,27.0,120.5,16.19534,3.0245886,-0.0843,0.9,28.091,9.265,14.41,0.0,0.0,0.4797636799888372
132,2016,4,27.5,120.75,15.93334,3.863634,-0.0432,0.9,24.238,8.479,14.923,1.86,0.0,1.3432603139306543
133,2016,4,27.25,120.75,15.913,5.5656986,-0.0584,0.9,26.5,9.168,14.3815,0.0,0.0,0.9443113432574752
134,2016,4,27.25,121.0,15.79565,5.063478,-0.0243,0.9,28.748,9.857,13.84,1.3,0.0,2.0358725438226326
135,2016,4,27.75,121.0,15.695,3.2140012,-0.0241,0.9,27.117,8.675,13.96,0.0,0.0,0.44745491978858265
136,2016,4,27.5,121.0,15.594,3.829657,-0.0183,0.9,28.772,9.569,14.075,0.0,0.0,1.6592000861891436
137,2016,4,27.25,121.0,15.79565,5.063478,-0.0243,0.9,28.748,9.857,13.84,1.96,0.0,2.0358725438226326
138,2016,4,27.0,121.0,16.31533,3.6271648,-0.0369,0.9,30.449,9.683,17.039,15.16,0.0,7.481603612539185
139,2016,4,27.5,121.25,15.57534,3.2548084,0.0048,0.9,28.319,10.281,14.011,2.67,0.0,2.319974575908372
140,2016,4,27.25,121.25,16.07165,2.3477361,-0.0079,0.9,28.808,9.794,14.56,2.79,0.4,2.647635561815132
141,2016,4,27.0,121.25,16.676,2.147311,-0.0239,0.9,30.878,9.941,17.537,0.0,0.0,1.118964494975148
142,2016,4,28.0,121.5,15.20666,3.4642148,-0.0123,0.9,27.587,8.742,13.678,4.205,0.0,1.900075179026778
143,2016,4,27.75,121.5,15.47732,2.2721393,0.0049,0.9,30.009,9.715,14.058,1.96,0.91,2.433902052340337
144,2016,4,27.5,121.5,15.93667,2.1512864,0.0146,0.9,29.01,10.943,15.242,1.78,0.51,2.169960024624992
145,2016,4,27.25,121.5,16.43066,2.129116,0.009,0.9,29.276,9.5,14.377,2.78,0.0,2.4871708823051795
146,2016,4,27.0,121.5,17.0543,0.52463907,-0.0078,0.9,28.178,9.8265,15.1,5.31,0.12,4.665418981108787
147,2016,4,28.75,122.0,14.59664,4.0930185,-0.0906,0.9,28.543,9.293,14.696,0.0,0.0,0.14165610138905538
148,2016,4,28.5,121.75,14.78698,10.299417,-0.0657,0.9,27.346,8.71,14.957,0.0,0.0,0.2599129844977697
149,2016,4,28.25,121.75,14.80932,2.5269206,-0.0236,0.9,25.671,9.898,13.898,0.0,1.91,4.352187755552608
150,2016,4,28.0,121.75,15.04867,2.2495499,-0.009,0.9,28.478,10.969,14.151,3.815,1.08,3.865771621913117
151,2016,4,27.75,121.75,15.65234,2.1330097,0.0132,0.9,30.266,9.544,16.8,11.34,4.24,3.3834832039815623
152,2016,4,28.5,122.0,14.69433,3.5066187,-0.017,0.9,28.617,8.861,14.24,0.0,4.65,0.3500311803392169
153,2016,4,28.25,122.0,14.874,2.0469098,0.0171,0.9,28.545,14.952,14.183,8.77,1.01,3.8018539010493306
154,2016,4,28.0,122.0,15.336,1.8342103,0.0062,0.9,29.435,11.656,16.953,1.42,1.94,2.799913114222424
155,2016,4,27.75,122.0,16.17565,1.226706,-0.0025,0.9,30.759,10.298,17.656,18.34,2.27,9.260399077725792
156,2016,4,29.0,122.0,14.53466,5.727435,-0.1711,0.9,30.3465,10.68,17.1155,3.42,0.0,3.864146819823648
157,2016,4,29.0,122.25,14.401,4.082719,-0.1159,0.9,29.934,11.063,16.575,14.69,14.645,2.7491948008128575
158,2016,4,28.75,122.25,14.61898,3.4399426,-0.0454,0.9,29.607,10.131,17.502,0.0,0.96,3.1438938238967715
159,2016,4,28.5,122.25,15.02566,2.296095,0.0274,0.9,29.267,10.817,17.395,8.81,21.31,9.276146028043438
160,2016,4,28.25,122.25,15.50732,1.0738535,0.0352,0.9,29.864,9.898,18.33,17.05,76.83,12.751978048012013
161,2016,4,28.0,122.25,16.16265,3.1528373,0.0134,0.9,31.416,10.583,17.571,0.86,4.22,1.5027722462294184
162,2016,4,29.75,122.5,13.77798,5.9297915,-0.0737,0.9,29.519,10.147,14.399,0.66,1.12,0.870210592835468
163,2016,4,29.5,122.5,14.09432,3.248838,-0.0736,0.9,28.47,8.55,14.932,0.95,0.0,0.9899184529073886
164,2016,4,29.25,122.5,14.3813,2.8581254,-0.0877,0.9,29.819,9.816,16.403,0.0,0.0,0.7528323757824995
165,2016,4,30.25,122.5,13.5413,4.131232,0.0289,0.9,23.632,8.636,13.879,0.0,0.0,0.18734659815671373
166,2016,4,29.0,122.5,14.6703,2.8942912,-0.0545,0.9,30.12,10.067,17.571,3.43,30.2,3.9383399641864365
167,2016,4,28.5,122.5,15.56567,2.7275615,0.0363,0.9,30.189,10.395,17.585,0.0,130.49,1.2156689315149856
168,2016,4,28.25,122.5,16.24832,0.8836495,0.0355,0.9,30.966,9.414,17.532,10.93,267.45,8.646448732907233
169,2016,4,31.0,123.0,13.8083,4.967937,0.091,0.9,27.725,9.044,17.303,0.0,0.0,0.07308580826308986
170,2016,4,30.75,122.75,13.56698,3.913366,0.0377,0.9,30.432,7.871,16.635,0.0,0.32,0.2831429785764472
171,2016,4,30.5,122.75,13.68466,3.0305083,0.0288,0.9,26.838,8.235,17.0,9.19,0.0,0.5299076794137589
172,2016,4,30.0,122.75,14.01733,3.2663293,0.0337,0.9,28.811,10.641,15.921,0.0,0.0,0.39929017399055766
173,2016,4,30.0,123.0,14.307,9.086996,0.0316,0.9,30.927,10.164,17.672,0.0,0.59,0.5343538962299432
174,2016,4,29.75,122.75,14.22,3.6484227,0.0332,0.9,29.105,10.39,16.704,1.29,0.0,1.2054013298001691
175,2016,4,29.5,122.75,14.49734,2.7499003,-0.0153,0.9,29.148,9.782,16.895,8.32,0.0,6.647888092039253
176,2016,4,29.25,122.75,14.80667,2.912281,-0.0159,0.9,29.365,9.939,16.825,4.67,1.16,4.414128654911552
177,2016,4,30.25,122.75,13.835,3.389589,0.072,0.9,29.72,8.485,15.878,0.0,0.0,0.0502184917930093
178,2016,4,30.25,123.0,14.12466,2.0721867,0.0333,0.9,30.234,8.348,16.579,2.43,0.1,1.084209182704626
179,2016,4,29.0,122.75,15.1273,2.3347423,-0.0021,0.9,30.103,9.905,17.53,24.25,29.38,16.48580068536375
180,2016,4,28.75,122.75,15.40432,2.025911,0.0243,0.9,30.813,9.816,17.366,11.36,3.68,8.46948835588237
181,2016,4,28.5,122.75,15.95864,2.2485332,0.0303,0.9,31.184,9.644,17.41,1.68,72.59,1.9465800781974791
182,2016,4,31.0,123.0,13.8083,4.967937,0.091,0.9,27.725,9.044,17.303,0.0,0.0,0.07308580826308986
183,2016,4,30.75,123.0,13.861,3.5425713,0.0855,0.9,29.72,8.84,17.497,0.0,0.0,0.1346389746708181
184,2016,4,30.0,123.0,14.307,9.086996,0.0316,0.9,30.927,10.164,17.672,3.01,4.67,0.5343538962299432
185,2016,4,29.75,123.0,14.55767,6.0099792,0.0477,0.9,29.178,10.579,17.404,7.44,0.0,4.639936425126161
186,2016,4,29.5,123.0,14.84365,2.475572,0.0471,0.9,28.728,9.798,17.555,14.97,2.26,8.911511536142253
187,2016,4,29.25,123.0,15.19164,2.386461,0.0513,0.9,29.302,10.283,17.022,4.41,0.63,7.16538377551637
188,2016,4,30.5,123.0,14.025,3.884512,0.0633,0.9,27.976,10.628,17.462,14.0,0.95,0.9929787252151034
189,2016,4,30.25,123.0,14.12466,2.0721867,0.0333,0.9,30.234,8.348,16.579,0.0,0.0,1.084209182704626
190,2016,4,29.0,123.0,15.52532,1.686489,0.0485,0.9,31.511,9.244,17.3,3.87,21.94,5.253594188379042
191,2016,4,31.0,123.25,13.96166,2.8960118,0.0341,0.9,29.444,9.487,15.679,2.14,8.27,2.236447630423188
192,2016,4,30.0,123.25,14.562,2.4665275,0.057,0.9,31.257,10.268,17.72,6.97,0.0,7.715594116629768
193,2016,4,29.75,123.25,14.81667,2.2220464,0.0492,0.9,29.098,10.32,17.941,28.56,1.62,15.510918543842866
194,2016,4,29.5,123.25,15.16265,2.8983095,0.0433,0.9,30.237,9.741,17.893,19.14,0.12,9.06872319179858
195,2016,4,29.25,123.25,15.51998,1.657763,0.0656,0.9,29.074,10.102,17.37,0.0,0.0,1.041704648601196
196,2016,4,30.5,123.25,14.31765,3.6417947,0.0682,0.9,29.213,11.685,17.706,0.0,0.83,1.040711236341524
197,2016,4,30.25,123.25,14.39132,2.3655663,0.0583,0.9,33.042,9.337,17.693,5.03,3.44,7.5923163056479375
198,2016,4,30.75,123.5,14.166,2.8875651,0.0849,0.9,30.806,9.991,15.505,0.0,4.2,1.156212446209829
199,2016,4,30.0,123.5,14.65234,1.7142621,0.0915,0.9,31.042,10.232,17.427,4.91,1.61,5.786406558730304
200,2016,4,30.5,123.5,14.42565,1.0037386,0.0935,0.9,30.333,10.386,15.831,7.04,6.09,6.780214832191331
201,2016,4,30.25,123.5,14.53567,1.9352219,0.0967,0.9,31.432,10.255,17.58,55.21,1.0,6.770246561587554
202,2016,4,30.5,123.75,14.25433,2.0471344,0.0992,0.9,31.162,9.4,15.048,15.31,1.99,11.52701242349828
203,2017,4,27.0,120.5,17.05233,6.9330726,-0.2172,0.2,29.359,8.4,15.753,0.0,2.27,0.5964926195334492
204,2017,4,27.25,120.75,16.928,7.2944903,-0.2237,0.2,29.1805,9.448,16.757,0.0,0.0,0.44439131898283546
205,2017,4,27.25,121.0,16.863,2.8374445,-0.1824,0.2,29.002,10.496,17.761,0.0,0.0,1.703399939195867
206,2017,4,27.0,120.75,16.9203,3.0943267,-0.2049,0.2,28.328,10.151,17.111,4.08,1.04,1.7297602086518915
207,2017,4,27.75,121.0,16.61666,22.189299,-0.2658,0.2,27.036,8.29,15.687,0.0,0.0,0.08205145005153058
208,2017,4,27.5,121.0,16.76034,3.7430182,-0.2031,0.2,28.791,8.701,15.266,1.21,0.0,1.017538651049815
209,2017,4,27.25,121.0,16.863,2.8374445,-0.1824,0.2,29.002,10.496,17.761,4.87,0.58,1.703399939195867
210,2017,4,27.0,121.0,17.405,2.8072042,-0.1663,0.2,30.037,10.202,19.465,3.04,0.0,2.7248778519960926
211,2017,4,28.0,121.25,16.18798,18.817375,-0.2804,0.2,27.133,8.386,14.614,0.0,0.0,0.14770053527337557
212,2017,4,27.75,121.25,16.13967,6.9907465,-0.1888,0.2,27.983,9.01,15.237,1.38,0.905,0.8281588979177688
213,2017,4,27.5,121.25,16.50933,3.9607441,-0.142,0.2,29.318,10.722,14.782,1.96,0.0,2.1471763926739427
214,2017,4,27.25,121.25,17.219,2.2423162,-0.1255,0.2,30.001,10.186,18.114,3.04,2.64,3.4920584844705322
