Month,Lat,Lon,SST,Chla,SSH,SOI,SSS,DO,BT,Species,Abundance
4,28,122.25,19.678,2.0969083,-0.0516,0.7,33.439,7.692,18.42,0,0.592942099
4,31,122.5,15.01165,5.115417,-0.1488,0.7,25.582,8.531,15.005,0,0.022065162
4,29.75,122.5,14.81832,7.6221485,-0.0001,0.7,33.31425,7.794,18.462,0,0.903161573
4,29.75,122.25,14.24334,16.218279,0.07,0.7,26.0585,8.4865,15.63825,0,0.019948104
4,29.5,122.5,14.99764,5.04212,-0.0613,0.7,33.1895,7.896,18.504,0,0.693906585
4,29.25,122.5,15.72598,3.563836,-0.0916,0.7,26.535,8.442,16.2715,0,0.03840364
4,29,122.5,16.22366,3.689601,-0.0927,0.7,33.06475,7.998,18.546,0,0.36829535
4,28.5,122.5,17.81698,2.315502,-0.0654,0.7,27.0115,8.3975,16.90475,0,0.254174264
4,28.25,122.5,19.646,2.259475,-0.0694,0.7,32.94,8.1,18.588,0,0.433679747
4,30.5,122.75,15.02966,3.6182547,-0.1109,0.7,27.488,8.353,17.538,0,0.079344175
4,30.25,122.75,15.06567,4.147457,-0.0805,0.7,29.691,9.168,16.888,0,0.095941487
4,30.25,123,15.452,3.69669,-0.0656,0.7,30.301,9.555,17.828,0,0.250171433
4,30,123,15.73766,1.605958,-0.0637,0.7,30.438,10.266,18.424,0,0.438069226
4,29.75,122.75,15.418,3.183325,-0.0487,0.7,30.4515,8.159,18.4835,0,0.207165449
4,29.5,122.75,15.54965,2.484332,-0.066,0.7,31.858,8.76,18.63,0,0.282822783
4,29,122.75,17.31332,1.7328486,-0.0898,0.7,30.917,9.9625,17.676,0,0.413439345
4,28.75,122.75,18.02566,2.5019765,-0.0646,0.7,29.5375,9.608,18.1195,0,0.344299562
4,28.5,122.75,19.24398,2.019447,-0.042,0.7,33.415,7.965,19.429,0,0.564056085
4,31,123,15.30633,2.9423149,-0.0978,0.7,31,9.659,16.928,0,0.519809612
4,30.75,123,15.346,2.4707937,-0.0968,0.7,32.516,7.199,17.952,0,0.681915746
4,30.5,123,15.342,2.671793,-0.0733,0.7,28.637,8.95,17.815,0,0.256845651
4,30.25,123,15.452,3.69669,-0.0656,0.7,30.301,9.555,17.828,0,0.250171433
4,30,123,15.73766,1.605958,-0.0637,0.7,30.438,10.266,18.424,0,0.438069226
4,29.75,123,15.92233,3.6324685,-0.0696,0.7,31.7285,8.365,17.5025,0,0.345399211
4,29.5,123,16.40234,2.6524742,-0.0807,0.7,30.621,9.543,17.4405,0,0.39468208
4,29.25,123,17.11932,1.7320017,-0.0866,0.7,30.699,8.948,17.28,0,0.324400984
4,29,123,18.29165,1.3942021,-0.0733,0.7,30.79,9.949,17.667,0,0.498753884
4,31,123.25,15.341,4.387188,-0.066,0.7,30.941,9.531,17.053,0,0.689178802
4,30.75,123.25,15.57598,4.018785,-0.0495,0.7,30.96,10.355,17.894,0,0.602787477
4,30.5,123.25,15.766,4.084635,-0.0552,0.7,29.083,11.385,18.485,0,0.446337197
4,30.25,123.25,15.97866,3.2270083,-0.0607,0.7,31.618,9.197,18.264,0,0.803646186
4,30,123.25,16.33898,1.3241391,-0.0597,0.7,31.448,9.769,18.794,0,0.949435198
4,29.75,123.25,16.57333,1.3121084,-0.0562,0.7,32.1305,9.6065,17.657,0,0.371824486
4,30.75,123.5,15.65267,3.5891218,-0.0153,0.7,32.813,9.444,16.52,0,0.956638633
4,30.5,123.5,15.834,2.8734024,-0.0426,0.7,31.576,9.584,18.159,0,1
4,30.25,123.5,16.17266,2.9842644,-0.0586,0.7,31.78,9.137,17.943,0,0.593602995
4,30.5,123.75,15.65267,2.3546388,-0.0163,0.7,31.694,9.581,17.129,0,0.846490112
11,31,122.75,19.83767,3.5509624,-0.0027,0.5,29.68,7.455,21.299,0,0.002101561
11,31,123.25,21.495,2.1798,0.1048,0.5,33.284,6.737,22.278,0,0.152726507
11,30.75,122.75,20.09533,3.5785604,0.0021,0.5,30.41,7.207,21.916,0,0.032437973
11,30.75,123,20.98065,2.5023801,0.1199,0.5,29.936,9.901,22.378,0,1
11,30.75,123.25,21.62264,1.9602073,0.1183,0.5,33.149,6.604,22.325,0,0.127460232
11,30.75,123.5,21.77767,1.754014,0.1171,0.5,33.163,6.801,22.233,0,0.122778012
11,30.5,122.75,20.17632,3.011271,0.0628,0.5,31.843,7.826,22.279,0,0.039703768
11,30.5,123,21.103,2.2569249,0.1492,0.5,32.166,7.207,21.434,0,0.054048592
11,30.5,123.25,21.66198,1.9307362,0.1303,0.5,33.584,7.123,21.382,0,0.084190456
11,30.5,123.5,21.832,1.7270224,0.1285,0.5,33.548,7.13,21.346,0,0.089686393
11,30.5,123.75,21.88333,1.499097,0.1318,0.5,33.523,7.078,21.294,0,0.103735274
11,30.25,122.5,19.69534,5.037523,0.0608,0.5,25.177,7.922,20.316,0,0.000345991
11,30.25,122.75,20.267,3.3416119,0.1069,0.5,30.306,7.462,21.643,0,0.05074245
11,30.25,123,21.13198,1.8315859,0.171,0.5,30.107,7.567,21.933,0,0.059884412
11,30.25,123.5,21.85467,1.4662348,0.1283,0.5,33.626,6.943,21.923,0,0.111807763
11,30,122.5,19.93533,6.343685,0.068,0.5,27.094,8.071,19.067,0,0.002226436
11,30,123,21.485,2.0266304,0.146,0.5,33.087,7.189,21.877,0,0.133136508
11,30,123.5,21.87066,1.3183957,0.1307,0.5,33.693,7.242,21.776,0,0.127488073
11,30,123,21.485,2.0266304,0.146,0.5,33.087,7.189,21.877,0,0.133136508
11,29.75,122.5,20.26467,8.35084,0.0467,0.5,28.954,7.582,21.73,0,0.062964149
11,29.75,122.75,21.05065,2.5859447,0.1141,0.5,29.102,7.619,21.879,0,0.085605312
11,29.75,123,21.668,1.9716916,0.1229,0.5,33.76,7.088,21.982,0,0.106567179
11,29.75,123.25,21.83767,1.4763322,0.1442,0.5,33.695,6.984,21.589,0,0.099465857
11,29.75,122.25,19.892,11.697285,-0.0815,0.5,33.48,7.103,21.5855,0,0.018659526
11,29.5,122.75,21.2433,2.4591866,0.0798,0.5,33.265,7.222,21.582,0,0.069102843
11,29.5,123,21.749,1.2754238,0.1078,0.5,33.516,7.505,21.663,0,0.121877843
11,29.5,123.25,21.92834,0.8039069,0.1374,0.5,33.61,7.13,21.582,0,0.154306703
11,29.25,122.25,19.74932,7.9983435,-0.0516,0.5,27.406,7.822,20.699,0,0.019715124
11,29.25,122.75,21.55233,1.9802072,0.0768,0.5,33.426,7.456,21.808,0,0.145723031
11,29.25,123,21.96667,0.84642756,0.0983,0.5,33.423,7.28,21.132,0,0.219917933
11,29.25,123.25,22.1273,0.76753676,0.1248,0.5,33.697,7.127,21.772,0,0.200178319
11,29,122.5,21.09167,2.6209295,0.0449,0.5,33.669,7.318,20.281,0,0.080177634
11,29,122.75,21.90298,1.1155299,0.0943,0.5,33.552,7.343,19.765,0,0.135107198
11,29,122.25,20.131,3.4479108,-0.0313,0.5,28.403,7.817,22.055,0,0.03250864
11,28.75,122,19.60665,4.160921,-0.0281,0.5,27.859,7.813,20.276,0,0.002412529
11,28.75,122.5,21.47732,2.142251,0.0894,0.5,33.591,7.353,19.934,0,0.128477811
11,28.75,122.75,22.13632,0.9311281,0.1224,0.5,33.558,7.076,20.02,0,0.143707017
11,28.5,121.75,19.183,11.004607,0.0097,0.5,27.487,7.736,17.977,0,4.11E-05
11,28.5,122,19.983,3.945025,0.0221,0.5,28.21,7.226,21.934,0,0.008200043
11,28.5,122.5,21.99734,1.192273,0.1413,0.5,32.977,6.648,22.09,0,0.146430288
11,28.5,122.75,22.43466,0.46866763,0.1516,0.5,33.536,6.83,19.242,0,0.203882266
11,28.25,122,20.656,2.787178,0.1075,0.5,32.627,6.964,22.584,0,0.084819661
11,28.25,122.25,21.80032,2.1616967,0.1129,0.5,32.736,6.898,20.973,0,0.069712758
11,28.25,122.5,22.4333,0.8810856,0.1558,0.5,33.899,6.662,19.616,0,0.203173141
11,28,121.5,19.596,9.34061,0.1163,0.5,27.109,7.489,20.26,0,0
11,28,121.75,20.49667,3.922522,0.1178,0.5,29.83,7.035,22.413,0,0.158461385
11,28,122,21.616,2.2729049,0.1339,0.5,33.23,6.586,21.278,0,0.087884871
11,28,122.25,22.35534,1.2288048,0.1602,0.5,32.825,6.645,19.339,0,0.176475539
11,28,121.75,20.49667,3.922522,0.1178,0.5,29.83,7.035,22.413,0,0.158461385
11,27.75,121.75,21.38732,2.755345,0.1503,0.5,32.922,7.123,22.6,0,0.100084169
11,27.75,121.25,19.78634,6.9744773,0.1306,0.5,28.462,7.459,20.508,0,0.001282593
11,27.5,121.5,21.32833,2.3325222,0.1783,0.5,31.497,7.048,22.192,0,0.101275216
11,27.25,120.75,19.99334,6.9232693,0.1661,0.5,30.6695,7.229,22.1345,0,0.006644775
11,27.25,121,20.631,3.4043603,0.1478,0.5,29.842,7.41,22.077,0,0.163542692
11,27.25,121,20.631,3.4043603,0.1478,0.5,29.842,7.41,22.077,0,0.163542692
11,27,121,21.4723,2.1135979,0.1404,0.5,30.951,7.282,22.893,0,0.211309791
11,27,121.25,22.295,1.7456057,0.1524,0.5,32.332,6.893,23.575,0,0.241796349
11,27.5,121.75,22.1533,1.9655381,0.172,0.5,31.6415,7.0875,23.234,0,0.175878501
11,27.25,121.5,22.28832,2.020077,0.1718,0.5,30.3965,30.3965,22.485,0,0.997315432
11,27,121.5,22.65667,1.2721264,0.1734,0.5,30.74175,7.24875,22.6555,0,0.214878992
4,27.5,120.5,17.13,21.054512,-0.171,0.7,28.5,9.7,14.7,1,0.006368554
4,27,120.5,17.15765,9.852761,-0.1903,0.7,26.2,9.091,15.435,1,0.000912897
4,27.25,120.75,16.961,9.774401,-0.1588,0.7,27.6,8.5,15.6,1,0.002169988
4,27.25,121,16.91165,4.3238115,-0.1353,0.7,28.954,7.993,15.767,1,0.013692387
4,27,120.75,16.92166,3.0633197,-0.1873,0.7,30.142,8.09,16.428,1,0.039879972
4,27.5,121,16.56634,5.912089,-0.1804,0.7,28.895,8.126,14.943,1,0.016443919
4,27.25,121,16.91165,4.3238115,-0.1353,0.7,28.954,7.993,15.767,1,0.013692387
4,27,121,17.34033,2.0212927,-0.1602,0.7,30.857,8.076,18.348,1,0.275311282
4,28,121.25,15.828,23.289207,-0.293,0.7,25.083,7.964,16.873,1,0.005382477
4,27.75,121.25,15.834,9.273159,-0.2501,0.7,26.808,8.319,15.717,1,0.001901428
4,27.5,121.25,16.54333,5.023203,-0.1646,0.7,30.129,8.933,16.239,1,0.016730763
4,27,121.25,18.56332,1.8959504,-0.1248,0.7,32.878,8.641,19.936,1,1
4,28.25,121.25,16.466,16.398178,-0.1584,0.7,29.856,8.1165,19.023,1,0.09035368
4,28.25,121.5,15.73165,21.819202,-0.1584,0.7,26.834,7.592,18.11,1,0.161775767
4,28,121.5,15.79467,10.354186,-0.1781,0.7,26.976,8.037,15.95,1,0.005369168
4,27.75,121.5,16.36132,4.4279976,-0.166,0.7,27.673,13.512,17.114,1,0.047210795
4,27.5,121.5,17.51666,2.0966713,-0.1296,0.7,30.746,9.477,19.99,1,0.298450166
4,27.25,121.5,18.86498,2.2221148,-0.0715,0.7,27.216,7.9445,16.416,1,0.043382247
4,27,121.5,19.82733,2.1443655,-0.071,0.7,27.6355,10.9045,15.918,1,0.052760573
4,28.75,121.75,16.25134,10.829544,-0.0486,0.7,29.674,10.577,18.0665,1,0.083053867
4,28.75,122,15.641,8.25316,-0.0572,0.7,31.022,9.275,19.825,1,0.39963491
4,28.5,121.75,16.169,8.6048155,-0.0343,0.7,27.598,8.297,14.722,1,0.001996815
4,28.25,121.75,15.81365,8.487453,-0.0409,0.7,28.602,11.677,16.143,1,0.03870753
4,28,121.75,16.338,4.4273586,-0.0633,0.7,29.123,8.284,15.539,1,0.011178216
4,27.75,121.75,17.63333,1.6561874,-0.086,0.7,31.298,9.073,19.66,1,0.634764355
4,27.5,121.75,19.349,1.5289656,-0.0938,0.7,29.344,10.057,15.532,1,0.083070554
4,27,121.75,20.51098,2.2668264,-0.0407,0.7,30.692,8.755,17.2905,1,0.061686431
4,29.5,122,14.78,13.021995,0.0045,0.7,31.3105,9.195,19.277,1,0.177917879
4,28.5,122,15.73165,6.5656095,-0.0361,0.7,30.086,8.437,14.921,1,0.010029365
4,28.25,122,16.14333,3.6200168,-0.0128,0.7,30.245,8.744,15.462,1,0.02522665
4,28,122,17.55532,2.179862,-0.0102,0.7,31.323,9.317,18.894,1,0.269108743
4,27.75,122,19.60833,1.7756065,-0.0292,0.7,34.209,6.919,18.527,1,0.591638253
4,30.5,122.25,14.202,16.59426,-0.0395,0.7,23.797,8.603,14.416,1,0.003865525
4,29.5,122,14.78,13.021995,0.0045,0.7,30.803,7.99375,17.61975,1,0.106641795
4,29.25,122.25,15.24233,6.1301703,-0.11,0.7,29.1,8.531125,17.166125,1,0.008965213
4,29,122.25,15.53198,4.402514,-0.1219,0.7,27.397,9.0685,16.7125,1,0
4,28.75,122.25,15.866,3.9103336,-0.115,0.7,28.9075,8.724375,17.139375,1,0.017820202
4,28.5,122.25,16.345,2.962082,-0.0845,0.7,30.418,8.38025,17.56625,1,0.136275901
4,28.25,122.25,17.68133,2.1327069,-0.0594,0.7,30.997,9.534,19.009,1,0.26363104
4,28,122.25,19.678,2.0969083,-0.0516,0.7,33.439,7.692,18.42,1,0.424829217
4,31,122.5,15.01165,5.115417,-0.1488,0.7,25.582,8.531,15.005,1,0.003767611
4,29.75,122.5,14.81832,7.6221485,-0.0001,0.7,33.31425,7.794,18.462,1,0.19179681
4,29.75,122.25,14.24334,16.218279,0.07,0.7,26.0585,8.4865,15.63825,1,0.003229387
4,29.5,122.5,14.99764,5.04212,-0.0613,0.7,33.1895,7.896,18.504,1,0.193245781
4,29.25,122.5,15.72598,3.563836,-0.0916,0.7,26.535,8.442,16.2715,1,0.006680157
4,29,122.5,16.22366,3.689601,-0.0927,0.7,33.06475,7.998,18.546,1,0.202010874
4,28.5,122.5,17.81698,2.315502,-0.0654,0.7,27.0115,8.3975,16.90475,1,0.03858281
4,28.25,122.5,19.646,2.259475,-0.0694,0.7,32.94,8.1,18.588,1,0.381861454
4,30.5,122.75,15.02966,3.6182547,-0.1109,0.7,27.488,8.353,17.538,1,0.052265559
4,30.25,122.75,15.06567,4.147457,-0.0805,0.7,29.691,9.168,16.888,1,0.007212329
4,30.25,123,15.452,3.69669,-0.0656,0.7,30.301,9.555,17.828,1,0.039897261
4,30,123,15.73766,1.605958,-0.0637,0.7,30.438,10.266,18.424,1,0.238102361
4,29.75,122.75,15.418,3.183325,-0.0487,0.7,30.4515,8.159,18.4835,1,0.093741392
4,29.5,122.75,15.54965,2.484332,-0.066,0.7,31.858,8.76,18.63,1,0.136258491
4,29,122.75,17.31332,1.7328486,-0.0898,0.7,30.917,9.9625,17.676,1,0.220810378
4,28.75,122.75,18.02566,2.5019765,-0.0646,0.7,29.5375,9.608,18.1195,1,0.174280559
4,28.5,122.75,19.24398,2.019447,-0.042,0.7,33.415,7.965,19.429,1,0.881490618
4,31,123,15.30633,2.9423149,-0.0978,0.7,31,9.659,16.928,1,0.075250992
4,30.75,123,15.346,2.4707937,-0.0968,0.7,32.516,7.199,17.952,1,0.181532189
4,30.5,123,15.342,2.671793,-0.0733,0.7,28.637,8.95,17.815,1,0.045709747
4,30.25,123,15.452,3.69669,-0.0656,0.7,30.301,9.555,17.828,1,0.039897261
4,30,123,15.73766,1.605958,-0.0637,0.7,30.438,10.266,18.424,1,0.238102361
4,29.75,123,15.92233,3.6324685,-0.0696,0.7,31.7285,8.365,17.5025,1,0.090023859
4,29.5,123,16.40234,2.6524742,-0.0807,0.7,30.621,9.543,17.4405,1,0.140252722
4,29.25,123,17.11932,1.7320017,-0.0866,0.7,30.699,8.948,17.28,1,0.059487488
4,29,123,18.29165,1.3942021,-0.0733,0.7,30.79,9.949,17.667,1,0.209266741
4,31,123.25,15.341,4.387188,-0.066,0.7,30.941,9.531,17.053,1,0.042097202
4,30.75,123.25,15.57598,4.018785,-0.0495,0.7,30.96,10.355,17.894,1,0.070283615
4,30.5,123.25,15.766,4.084635,-0.0552,0.7,29.083,11.385,18.485,1,0.143525484
4,30.25,123.25,15.97866,3.2270083,-0.0607,0.7,31.618,9.197,18.264,1,0.135394502
4,30,123.25,16.33898,1.3241391,-0.0597,0.7,31.448,9.769,18.794,1,0.225287871
4,29.75,123.25,16.57333,1.3121084,-0.0562,0.7,32.1305,9.6065,17.657,1,0.131150688
4,30.75,123.5,15.65267,3.5891218,-0.0153,0.7,32.813,9.444,16.52,1,0.091315883
4,30.5,123.5,15.834,2.8734024,-0.0426,0.7,31.576,9.584,18.159,1,0.109139201
4,30.25,123.5,16.17266,2.9842644,-0.0586,0.7,31.78,9.137,17.943,1,0.084489412
4,30.5,123.75,15.65267,2.3546388,-0.0163,0.7,31.694,9.581,17.129,1,0.062809195
11,31,122.75,19.83767,3.5509624,-0.0027,0.5,29.68,7.455,21.299,1,0
11,31,123.25,21.495,2.1798,0.1048,0.5,33.284,6.737,22.278,1,0.475062601
11,30.75,122.75,20.09533,3.5785604,0.0021,0.5,30.41,7.207,21.916,1,0.420395832
11,30.75,123,20.98065,2.5023801,0.1199,0.5,29.936,9.901,22.378,1,0.780404868
11,30.75,123.25,21.62264,1.9602073,0.1183,0.5,33.149,6.604,22.325,1,0.924736266
11,30.75,123.5,21.77767,1.754014,0.1171,0.5,33.163,6.801,22.233,1,0.172740251
11,30.5,122.75,20.17632,3.011271,0.0628,0.5,31.843,7.826,22.279,1,0.189245887
11,30.5,123,21.103,2.2569249,0.1492,0.5,32.166,7.207,21.434,1,0.081026336
11,30.5,123.25,21.66198,1.9307362,0.1303,0.5,33.584,7.123,21.382,1,0.083235691
11,30.5,123.5,21.832,1.7270224,0.1285,0.5,33.548,7.13,21.346,1,0.097558102
11,30.5,123.75,21.88333,1.499097,0.1318,0.5,33.523,7.078,21.294,1,0.105653961
11,30.25,122.5,19.69534,5.037523,0.0608,0.5,25.177,7.922,20.316,1,0.003708786
11,30.25,122.75,20.267,3.3416119,0.1069,0.5,30.306,7.462,21.643,1,0.020346019
11,30.25,123,21.13198,1.8315859,0.171,0.5,30.107,7.567,21.933,1,0.211879191
11,30.25,123.5,21.85467,1.4662348,0.1283,0.5,33.626,6.943,21.923,1,0.084385347
11,30,122.5,19.93533,6.343685,0.068,0.5,27.094,8.071,19.067,1,0.001483542
11,30,123,21.485,2.0266304,0.146,0.5,33.087,7.189,21.877,1,0.226068345
11,30,123.5,21.87066,1.3183957,0.1307,0.5,33.693,7.242,21.776,1,0.21083703
11,30,123,21.485,2.0266304,0.146,0.5,33.087,7.189,21.877,1,0.226068345
11,29.75,122.5,20.26467,8.35084,0.0467,0.5,28.954,7.582,21.73,1,0.356910873
11,29.75,122.75,21.05065,2.5859447,0.1141,0.5,29.102,7.619,21.879,1,0.151358872
11,29.75,123,21.668,1.9716916,0.1229,0.5,33.76,7.088,21.982,1,0.101738991
11,29.75,123.25,21.83767,1.4763322,0.1442,0.5,33.695,6.984,21.589,1,0.072868637
11,29.75,122.25,19.892,11.697285,-0.0815,0.5,33.48,7.103,21.5855,1,0.018837639
11,29.5,122.75,21.2433,2.4591866,0.0798,0.5,33.265,7.222,21.582,1,0.071697164
11,29.5,123,21.749,1.2754238,0.1078,0.5,33.516,7.505,21.663,1,0.471298837
11,29.5,123.25,21.92834,0.8039069,0.1374,0.5,33.61,7.13,21.582,1,0.069853556
11,29.25,122.25,19.74932,7.9983435,-0.0516,0.5,27.406,7.822,20.699,1,0.003793675
11,29.25,122.75,21.55233,1.9802072,0.0768,0.5,33.426,7.456,21.808,1,0.29441329
11,29.25,123,21.96667,0.84642756,0.0983,0.5,33.423,7.28,21.132,1,0.460701741
11,29.25,123.25,22.1273,0.76753676,0.1248,0.5,33.697,7.127,21.772,1,0.114311689
11,29,122.5,21.09167,2.6209295,0.0449,0.5,33.669,7.318,20.281,1,0.318057126
11,29,122.75,21.90298,1.1155299,0.0943,0.5,33.552,7.343,19.765,1,0.936520032
11,29,122.25,20.131,3.4479108,-0.0313,0.5,28.403,7.817,22.055,1,0.295213968
11,28.75,122,19.60665,4.160921,-0.0281,0.5,27.859,7.813,20.276,1,0.002837914
11,28.75,122.5,21.47732,2.142251,0.0894,0.5,33.591,7.353,19.934,1,0.412688303
11,28.75,122.75,22.13632,0.9311281,0.1224,0.5,33.558,7.076,20.02,1,0.68089446
11,28.5,121.75,19.183,11.004607,0.0097,0.5,27.487,7.736,17.977,1,0.005833204
11,28.5,122,19.983,3.945025,0.0221,0.5,28.21,7.226,21.934,1,0.050736278
11,28.5,122.5,21.99734,1.192273,0.1413,0.5,32.977,6.648,22.09,1,0.526884388
11,28.5,122.75,22.43466,0.46866763,0.1516,0.5,33.536,6.83,19.242,1,0.819412248
11,28.25,122,20.656,2.787178,0.1075,0.5,32.627,6.964,22.584,1,0.237492864
11,28.25,122.25,21.80032,2.1616967,0.1129,0.5,32.736,6.898,20.973,1,0.298330508
11,28.25,122.5,22.4333,0.8810856,0.1558,0.5,33.899,6.662,19.616,1,0.419750395
11,28,121.5,19.596,9.34061,0.1163,0.5,27.109,7.489,20.26,1,0.056977121
11,28,121.75,20.49667,3.922522,0.1178,0.5,29.83,7.035,22.413,1,0.241656705
11,28,122,21.616,2.2729049,0.1339,0.5,33.23,6.586,21.278,1,0.230255718
11,28,122.25,22.35534,1.2288048,0.1602,0.5,32.825,6.645,19.339,1,0.456003281
11,28,121.75,20.49667,3.922522,0.1178,0.5,29.83,7.035,22.413,1,0.241656705
11,27.75,121.75,21.38732,2.755345,0.1503,0.5,32.922,7.123,22.6,1,0.383013989
11,27.75,121.25,19.78634,6.9744773,0.1306,0.5,28.462,7.459,20.508,1,0.049542483
11,27.5,121.5,21.32833,2.3325222,0.1783,0.5,31.497,7.048,22.192,1,0.166397124
11,27.25,120.75,19.99334,6.9232693,0.1661,0.5,30.6695,7.229,22.1345,1,0.021594534
11,27.25,121,20.631,3.4043603,0.1478,0.5,29.842,7.41,22.077,1,0.067387034
11,27.25,121,20.631,3.4043603,0.1478,0.5,29.842,7.41,22.077,1,0.067387034
11,27,121,21.4723,2.1135979,0.1404,0.5,30.951,7.282,22.893,1,0.634743938
11,27,121.25,22.295,1.7456057,0.1524,0.5,32.332,6.893,23.575,1,0.775334993
11,27.5,121.75,22.1533,1.9655381,0.172,0.5,31.6415,7.0875,23.234,1,0.848098833
11,27.25,121.5,22.28832,2.020077,0.1718,0.5,30.3965,30.3965,22.485,1,0.721800143
11,27,121.5,22.65667,1.2721264,0.1734,0.5,30.74175,7.24875,22.6555,1,1
